director_name,actor_1_name,actor_2_name,actor_3_name,movie_title,genres
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,knight and day,Action|Comedy|Romance
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,oblivion,Action|Adventure|Mystery|Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,star wars: episode iii - revenge of the sith,Action|Adventure|Fantasy|Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,star wars: episode ii - attack of the clones,Action|Adventure|Fantasy|Sci-Fi
Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,"monsters, inc.",Adventure|Animation|Comedy|Family|Fantasy
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,the wolverine,Action|Adventure|Sci-Fi|Thriller
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,star wars: episode i - the phantom menace,Action|Adventure|Fantasy|Sci-Fi
Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,the croods,Adventure|Animation|Comedy|Family|Fantasy
Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,asterix at the olympic games,Adventure|Comedy|Family|Fantasy
John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,windtalkers,Action|Drama|War
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,the huntsman: winter's war,Action|Adventure|Drama|Fantasy
Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,teenage mutant ninja turtles,Action|Adventure|Comedy|Sci-Fi
Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,gravity,Adventure|Drama|Sci-Fi|Thriller
Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,dante's peak,Action|Adventure|Thriller
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,teenage mutant ninja turtles: out of the shadows,Action|Adventure|Comedy|Sci-Fi
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,fantastic four,Action|Adventure|Sci-Fi
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,night at the museum,Action|Adventure|Comedy|Family|Fantasy
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,san andreas,Action|Adventure|Drama|Thriller
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,tomorrow never dies,Action|Adventure|Thriller
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,the patriot,Action|Drama|History|War
Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,ocean's twelve,Crime|Thriller
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,mr. & mrs. smith,Action|Comedy|Crime|Romance|Thriller
Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,insurgent,Adventure|Sci-Fi|Thriller
Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,the aviator,Biography|Drama
Rob Letterman,James Corden,Catherine Tate,Olly Alexander,gulliver's travels,Adventure|Comedy|Family|Fantasy
Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,the green hornet,Action|Comedy|Crime|Sci-Fi|Thriller
unknown,George Peppard,Dirk Benedict,Dwight Schultz,the a-team            ,Action|Adventure|Crime
Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,300: rise of an empire,Action|Drama|Fantasy|War
Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,the smurfs,Adventure|Animation|Comedy|Family|Fantasy
Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,home on the range,Animation|Comedy|Family|Music|Western
Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,allegiant,Action|Adventure|Mystery|Sci-Fi|Thriller
Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,real steel,Action|Drama|Sci-Fi|Sport
Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,the smurfs 2,Adventure|Animation|Comedy|Family|Fantasy
Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,speed 2: cruise control,Action|Crime|Romance|Thriller
Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,ender's game,Action|Sci-Fi
Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,live free or die hard,Action|Adventure|Thriller
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,the lord of the rings: the fellowship of the ring,Action|Adventure|Drama|Fantasy
Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,around the world in 80 days,Action|Adventure|Comedy
Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,ali,Biography|Drama|Sport
Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,the cat in the hat,Adventure|Comedy|Family|Fantasy
Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,"i, robot",Action|Mystery|Sci-Fi|Thriller
Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,kingdom of heaven,Action|Adventure|Drama|History|War
Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,stuart little,Adventure|Comedy|Family|Fantasy
Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,the princess and the frog,Animation|Family|Fantasy|Musical|Romance
Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,the martian,Adventure|Drama|Sci-Fi
Christopher Barnard,Mathew Buck,unknown,unknown,"10,000 b.c.            ",Comedy
Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,the island,Action|Adventure|Romance|Sci-Fi|Thriller
Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,town & country,Comedy|Romance
Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,gone in sixty seconds,Action|Crime|Thriller
Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,gladiator,Action|Drama|Romance
Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,minority report,Action|Mystery|Sci-Fi|Thriller
Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,harry potter and the chamber of secrets,Adventure|Family|Fantasy|Mystery
Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,casino royale,Action|Adventure|Thriller
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,planet of the apes,Action|Adventure|Sci-Fi|Thriller
James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,terminator 2: judgment day,Action|Sci-Fi
Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,public enemies,Biography|Crime|Drama|History|Romance
Ridley Scott,Denzel Washington,Ruby Dee,RZA,american gangster,Biography|Crime|Drama
James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,true lies,Action|Comedy|Thriller
Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,the taking of pelham 1 2 3,Action|Crime|Thriller
Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,little fockers,Comedy|Romance
Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,the other guys,Action|Comedy|Crime
Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,eraser,Action|Drama|Mystery|Thriller
Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,django unchained,Drama|Western
Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,the hunchback of notre dame,Animation|Drama|Family|Musical|Romance
Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,the emperor's new groove,Adventure|Animation|Comedy|Family|Fantasy
Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,the expendables 2,Action|Adventure|Thriller
Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,national treasure,Action|Adventure|Comedy|Family|Mystery
Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,eragon,Action|Adventure|Family|Fantasy
Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,where the wild things are,Adventure|Drama|Family|Fantasy
Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,pan,Adventure|Family|Fantasy
Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,epic,Adventure|Animation|Family|Fantasy
Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,the tourist,Action|Romance|Thriller
Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,end of days,Action|Fantasy|Horror|Mystery
Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,blood diamond,Adventure|Drama|Thriller
Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,the wolf of wall street,Biography|Comedy|Crime|Drama
Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,batman forever,Action|Adventure|Fantasy
Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,starship troopers,Action|Sci-Fi|War
Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,cloud atlas,Drama|Sci-Fi
Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,legend of the guardians: the owls of ga'hoole,Action|Adventure|Animation|Family|Fantasy
Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,catwoman,Action|Crime|Fantasy|Romance|Thriller
Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,hercules,Action|Adventure
Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,treasure planet,Adventure|Animation|Family|Sci-Fi
Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,land of the lost,Adventure|Comedy|Sci-Fi
Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,the expendables 3,Action|Adventure|Thriller
Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,point break,Action|Crime|Sport|Thriller
Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,son of the mask,Comedy|Family|Fantasy
Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,in the heart of the sea,Action|Adventure|Biography|Drama|History|Thriller
Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,the adventures of pluto nash,Action|Comedy|Sci-Fi
Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,green zone,Action|Drama|Thriller|War
Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,the peanuts movie,Adventure|Animation|Comedy|Family
David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,the spanish prisoner,Drama|Mystery|Thriller
Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,the mummy returns,Action|Adventure|Fantasy|Thriller
Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,gangs of new york,Crime|Drama
Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,the flowers of war,Drama|History|Romance|War
Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,surf's up,Animation|Comedy|Family|Sport
Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,the stepford wives,Comedy|Sci-Fi|Thriller
Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,black hawk down,Drama|History|War
Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa,the campaign,Comedy
Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,the fifth element,Action|Adventure|Sci-Fi
Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,sex and the city 2,Comedy|Drama|Romance
Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,the road to el dorado,Adventure|Animation|Comedy|Family|Romance
Steve Martino,Peter Dinklage,Josh Gad,Drake,ice age: continental drift,Adventure|Animation|Comedy|Family
Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,cinderella,Drama|Family|Fantasy|Romance
Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,the lovely bones,Drama|Fantasy|Thriller
Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,finding nemo,Adventure|Animation|Comedy|Family
Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,the lord of the rings: the return of the king,Action|Adventure|Drama|Fantasy
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,the lord of the rings: the two towers,Action|Adventure|Drama|Fantasy
Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,seventh son,Action|Adventure|Fantasy
Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,lara croft: tomb raider,Action|Adventure|Fantasy|Thriller
Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,transcendence,Drama|Mystery|Romance|Sci-Fi|Thriller
Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,jurassic park iii,Action|Adventure|Sci-Fi|Thriller
Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine,rise of the planet of the apes,Action|Drama|Sci-Fi|Thriller
Mark Waters,Martin Short,Tod Fennell,Joan Plowright,the spiderwick chronicles,Adventure|Family|Fantasy
John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,a good day to die hard,Action|Thriller
John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,the alamo,Drama|History|War|Western
Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,the incredibles,Action|Adventure|Animation|Family
Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,cutthroat island,Action|Adventure|Comedy
Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan,percy jackson & the olympians: the lightning thief,Adventure|Family|Fantasy
Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino,men in black,Adventure|Comedy|Family|Mystery|Sci-Fi
John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,toy story 2,Adventure|Animation|Comedy|Family|Fantasy
Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,unstoppable,Action|Thriller
Brett Ratner,Mei Melançon,John Lone,Harris Yulin,rush hour 2,Action|Comedy|Crime|Thriller
Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,what lies beneath,Drama|Fantasy|Horror|Mystery|Thriller
Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker,cloudy with a chance of meatballs,Animation|Comedy|Family|Sci-Fi
Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,ice age: dawn of the dinosaurs,Action|Adventure|Animation|Comedy|Family
Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick,the secret life of walter mitty,Adventure|Comedy|Drama|Fantasy|Romance
McG,Bill Murray,LL Cool J,Kelly Lynch,charlie's angels,Action|Adventure|Comedy|Crime|Thriller
Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone,the departed,Crime|Drama|Thriller
Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray,mulan,Adventure|Animation|Family|Fantasy|Musical|War
Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,tropic thunder,Action|Comedy
David Fincher,Robin Wright,Goran Visnjic,Joely Richardson,the girl with the dragon tattoo,Crime|Drama|Mystery|Thriller
John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,die hard with a vengeance,Action|Adventure|Thriller
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,sherlock holmes,Action|Adventure|Crime|Mystery|Thriller
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,ben-hur,Adventure|Drama|History
Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,atlantis: the lost empire,Action|Adventure|Animation|Family|Fantasy|Sci-Fi
Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney,alvin and the chipmunks: the road chip,Adventure|Animation|Comedy|Family|Fantasy|Music
Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,valkyrie,Drama|History|Thriller|War
Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,you don't mess with the zohan,Action|Comedy
Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad,pixels,Action|Animation|Comedy|Sci-Fi
Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman,a.i. artificial intelligence,Adventure|Drama|Sci-Fi
Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies,the haunted mansion,Comedy|Family|Fantasy|Horror|Mystery
Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King,contact,Drama|Mystery|Sci-Fi|Thriller
Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick,hollow man,Action|Horror|Sci-Fi|Thriller
Sydney Pollack,Curtiss Cook,George Harris,Michael Wright,the interpreter,Crime|Mystery|Thriller
Thor Freudenthal,Logan Lerman,Leven Rambin,Brandon T. Jackson,percy jackson: sea of monsters,Adventure|Family|Fantasy
Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,lara croft tomb raider: the cradle of life,Action|Adventure|Fantasy
Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,now you see me 2,Action|Adventure|Comedy|Crime|Mystery|Thriller
Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic,the saint,Action|Adventure|Romance|Sci-Fi|Thriller
Tony Scott,Brad Pitt,Stephen Dillane,Catherine McCormack,spy game,Action|Crime|Thriller
Brian De Palma,Don Cheadle,Connie Nielsen,Kim Delaney,mission to mars,Adventure|Sci-Fi|Thriller
Carlos Saldanha,Anne Hathaway,Wanda Sykes,Will.i.am,rio,Adventure|Animation|Comedy|Family|Musical
Chris Columbus,Robin Williams,Oliver Platt,John Michael Higgins,bicentennial man,Comedy|Drama|Sci-Fi
Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,volcano,Action|Drama|Sci-Fi|Thriller
Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone,the devil's own,Action|Crime|Drama|Thriller
Kathryn Bigelow,Liam Neeson,Christian Camargo,Lex Shrapnel,k-19: the widowmaker,Drama|History|Thriller|War
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,fantastic four,Action|Adventure|Sci-Fi
John Milius,William Smith,Mako,Sandahl Bergman,conan the barbarian,Adventure|Fantasy
Ron Howard,Paddy Considine,Bruce McGill,Rosemarie DeWitt,cinderella man,Biography|Drama|Sport
Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,Richard E. Grant,the nutcracker in 3d,Action|Family|Fantasy|Musical
Gary Ross,Jeff Bridges,Michael Angarano,Michael O'Neill,seabiscuit,Drama|History|Sport
Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,twister,Action|Adventure|Drama|Thriller
Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,the fast and the furious,Action|Crime|Thriller
Robert Zemeckis,Tom Hanks,Paul Sanchez,Nick Searcy,cast away,Adventure|Drama|Romance
George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily,happy feet,Animation|Comedy|Family|Music|Romance
Paul Greengrass,Matt Damon,Joan Allen,Oksana Akinshina,the bourne supremacy,Action|Mystery|Thriller
Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,air force one,Action|Adventure|Drama|Thriller
Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould,ocean's eleven,Crime|Thriller
Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,the three musketeers,Action|Adventure|Romance
Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,hotel transylvania,Animation|Comedy|Family|Fantasy
Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,enchanted,Animation|Comedy|Family|Fantasy|Musical|Romance
unknown,Caroline Dhavernas,Scott Thompson,Hettienne Park,hannibal            ,Crime|Drama|Horror|Mystery|Thriller
Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,safe house,Action|Crime|Mystery|Thriller
Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter,102 dalmatians,Adventure|Comedy|Family
Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,tower heist,Action|Comedy|Crime
Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,the holiday,Comedy|Romance
Tony Scott,Will Smith,Jake Busey,Lisa Bonet,enemy of the state,Action|Crime|Drama|Mystery|Thriller
Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,it's complicated,Comedy|Drama|Romance
Steven Soderbergh,Al Pacino,Matt Damon,Brad Pitt,ocean's thirteen,Crime|Thriller
Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski,open season,Adventure|Animation|Comedy|Family
Neil Burger,Kate Winslet,Theo James,Mekhi Phifer,divergent,Adventure|Mystery|Sci-Fi
Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,enemy at the gates,Drama|History|War
Peter Berg,Dwayne Johnson,Rosario Dawson,Ewen Bremner,the rundown,Action|Adventure|Comedy|Thriller
John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,last action hero,Action|Adventure|Comedy|Fantasy
Rob Marshall,Li Gong,Mako,Karl Yune,memoirs of a geisha,Drama|Romance
Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,the fast and the furious: tokyo drift,Action|Crime|Thriller
Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin,arthur christmas,Adventure|Animation|Comedy|Family|Fantasy
Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,meet joe black,Drama|Fantasy|Romance
Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia,collateral damage,Action|Drama|Thriller
Bob Fosse,Roy Scheider,Ben Vereen,Max Wright,all that jazz,Comedy|Drama|Music|Musical
Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,mirror mirror,Adventure|Comedy|Drama|Family|Fantasy
Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,scott pilgrim vs. the world,Action|Comedy|Fantasy|Romance
Jon Amiel,Glenn Morshower,Tchéky Karyo,Rekha Sharma,the core,Action|Adventure|Sci-Fi|Thriller
Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,nutty professor ii: the klumps,Comedy|Romance|Sci-Fi
Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,scooby-doo,Adventure|Comedy|Mystery
Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,dredd,Action|Sci-Fi
